년월,시도명,읍면동명,국적,외국인유동인구수
2018-01,제주시,건입동,중국,30589.44
2018-01,제주시,건입동,중국 외,32542.06
2018-01,제주시,구좌읍,중국,26691.16
2018-01,제주시,구좌읍,중국 외,14845.87
2018-01,서귀포시,남원읍,중국,179846.03
2018-01,서귀포시,남원읍,중국 외,22754.32
2018-01,제주시,노형동,중국,145583.19
2018-01,제주시,노형동,중국 외,31173.26
2018-01,서귀포시,대륜동,중국,22743.85
2018-01,서귀포시,대륜동,중국 외,12868.880000000001
2018-01,서귀포시,대정읍,중국,18883.03
2018-01,서귀포시,대정읍,중국 외,16457.94
2018-01,서귀포시,대천동,중국,7274.700000000001
2018-01,서귀포시,대천동,중국 외,5954.12
2018-01,제주시,도두동,중국,50804.630000000005
2018-01,제주시,도두동,중국 외,35548.16
2018-01,서귀포시,동홍동,중국,17931.52
2018-01,서귀포시,동홍동,중국 외,5704.36
2018-01,제주시,봉개동,중국,6530.77
2018-01,제주시,봉개동,중국 외,3746.7599999999998
2018-01,제주시,삼도1동,중국,6908.49
2018-01,제주시,삼도1동,중국 외,7421.83
2018-01,제주시,삼도2동,중국,54016.659999999996
2018-01,제주시,삼도2동,중국 외,37344.21
2018-01,제주시,삼양동,중국,5028.5199999999995
2018-01,제주시,삼양동,중국 외,2811.91
2018-01,서귀포시,서홍동,중국,92267.17
2018-01,서귀포시,서홍동,중국 외,11608.71
2018-01,서귀포시,성산읍,중국,62966.6
2018-01,서귀포시,성산읍,중국 외,41733.71
2018-01,서귀포시,송산동,중국,2707.45
2018-01,서귀포시,송산동,중국 외,2668.11
2018-01,제주시,아라동,중국,16798.37
2018-01,제주시,아라동,중국 외,9450.26
2018-01,서귀포시,안덕면,중국,52422.16
2018-01,서귀포시,안덕면,중국 외,35871.64
2018-01,제주시,애월읍,중국,86621.6
2018-01,제주시,애월읍,중국 외,55568.13
2018-01,제주시,연동,중국,632381.92
2018-01,제주시,연동,중국 외,105681.77
2018-01,서귀포시,영천동,중국,12804.91
2018-01,서귀포시,영천동,중국 외,3301.71
2018-01,서귀포시,예래동,중국,67946.13
2018-01,서귀포시,예래동,중국 외,25243.44
2018-01,제주시,오라동,중국,10420.41
2018-01,제주시,오라동,중국 외,10707.93
2018-01,제주시,외도동,중국,2136.55
2018-01,제주시,외도동,중국 외,27453.07
2018-01,제주시,용담1동,중국,6429.84
2018-01,제주시,용담1동,중국 외,3021.06
2018-01,제주시,용담2동,중국,320103.66
2018-01,제주시,용담2동,중국 외,188842.46
2018-01,제주시,우도면,중국,5152.53
2018-01,제주시,우도면,중국 외,1606.68
2018-01,제주시,이도1동,중국,13404.68
2018-01,제주시,이도1동,중국 외,7746.32
2018-01,제주시,이도2동,중국,18678.31
2018-01,제주시,이도2동,중국 외,17107.3
2018-01,제주시,이호동,중국,3953.05
2018-01,제주시,이호동,중국 외,33653.5
2018-01,제주시,일도1동,중국,4547.01
2018-01,제주시,일도1동,중국 외,8002.74
2018-01,제주시,일도2동,중국,6118.43
2018-01,제주시,일도2동,중국 외,6720.41
2018-01,서귀포시,정방동,중국,18539.92
2018-01,서귀포시,정방동,중국 외,11748.86
2018-01,제주시,조천읍,중국,17228.0
2018-01,제주시,조천읍,중국 외,15489.83
2018-01,서귀포시,중문동,중국,19445.27
2018-01,서귀포시,중문동,중국 외,10165.84
2018-01,서귀포시,중앙동,중국,5991.58
2018-01,서귀포시,중앙동,중국 외,5768.38
2018-01,서귀포시,천지동,중국,5576.38
2018-01,서귀포시,천지동,중국 외,8280.19
2018-01,제주시,추자면,중국,5218.84
2018-01,제주시,추자면,중국 외,2330.23
2018-01,서귀포시,표선면,중국,16290.91
2018-01,서귀포시,표선면,중국 외,24137.579999999998
2018-01,제주시,한경면,중국,9431.42
2018-01,제주시,한경면,중국 외,3188.83
2018-01,제주시,한림읍,중국,31177.65
2018-01,제주시,한림읍,중국 외,10125.76
2018-01,제주시,화북동,중국,5974.27
2018-01,제주시,화북동,중국 외,2129.12
2018-01,서귀포시,효돈동,중국,4913.2
2018-01,서귀포시,효돈동,중국 외,874.65
2018-02,제주시,건입동,중국,44147.82
2018-02,제주시,건입동,중국 외,23545.38
2018-02,제주시,구좌읍,중국,20038.84
2018-02,제주시,구좌읍,중국 외,13251.35
2018-02,서귀포시,남원읍,중국,101342.8
2018-02,서귀포시,남원읍,중국 외,17495.98
2018-02,제주시,노형동,중국,186951.02
2018-02,제주시,노형동,중국 외,30704.96
2018-02,서귀포시,대륜동,중국,26166.95
2018-02,서귀포시,대륜동,중국 외,12611.58
2018-02,서귀포시,대정읍,중국,17997.01
2018-02,서귀포시,대정읍,중국 외,7462.3
2018-02,서귀포시,대천동,중국,9953.49
2018-02,서귀포시,대천동,중국 외,2925.03
2018-02,제주시,도두동,중국,67772.6
2018-02,제주시,도두동,중국 외,18249.77
2018-02,서귀포시,동홍동,중국,37344.49
2018-02,서귀포시,동홍동,중국 외,5168.86
2018-02,제주시,봉개동,중국,10919.26
2018-02,제주시,봉개동,중국 외,2126.61
2018-02,제주시,삼도1동,중국,4793.79
2018-02,제주시,삼도1동,중국 외,5531.96
2018-02,제주시,삼도2동,중국,56334.14
2018-02,제주시,삼도2동,중국 외,22589.97
2018-02,제주시,삼양동,중국,2504.51
2018-02,제주시,삼양동,중국 외,4248.81
2018-02,서귀포시,서홍동,중국,75756.93
2018-02,서귀포시,서홍동,중국 외,7343.93
2018-02,서귀포시,성산읍,중국,67837.16
2018-02,서귀포시,성산읍,중국 외,27496.73
2018-02,서귀포시,송산동,중국,4861.0599999999995
2018-02,서귀포시,송산동,중국 외,2721.52
2018-02,제주시,아라동,중국,14185.07
2018-02,제주시,아라동,중국 외,9596.72
2018-02,서귀포시,안덕면,중국,67425.58
2018-02,서귀포시,안덕면,중국 외,19694.43
2018-02,제주시,애월읍,중국,116267.70999999999
2018-02,제주시,애월읍,중국 외,27502.15
2018-02,제주시,연동,중국,648336.28
2018-02,제주시,연동,중국 외,91703.41
2018-02,서귀포시,영천동,중국,11083.36
2018-02,서귀포시,영천동,중국 외,3914.22
2018-02,서귀포시,예래동,중국,146819.55
2018-02,서귀포시,예래동,중국 외,14195.9
2018-02,제주시,오라동,중국,8533.11
2018-02,제주시,오라동,중국 외,6730.61
2018-02,제주시,외도동,중국,2259.7
2018-02,제주시,외도동,중국 외,8669.47
2018-02,제주시,용담1동,중국,5216.17
2018-02,제주시,용담1동,중국 외,3108.27
2018-02,제주시,용담2동,중국,370781.48
2018-02,제주시,용담2동,중국 외,134611.94
2018-02,제주시,우도면,중국,9426.23
2018-02,제주시,우도면,중국 외,1095.63
2018-02,제주시,이도1동,중국,12955.699999999999
2018-02,제주시,이도1동,중국 외,7512.51
2018-02,제주시,이도2동,중국,28574.64
2018-02,제주시,이도2동,중국 외,12915.6
2018-02,제주시,이호동,중국,7446.29
2018-02,제주시,이호동,중국 외,23520.66
2018-02,제주시,일도1동,중국,7777.1900000000005
2018-02,제주시,일도1동,중국 외,4789.81
2018-02,제주시,일도2동,중국,8347.49
2018-02,제주시,일도2동,중국 외,5150.55
2018-02,서귀포시,정방동,중국,31974.96
2018-02,서귀포시,정방동,중국 외,14417.93
2018-02,제주시,조천읍,중국,22925.34
2018-02,제주시,조천읍,중국 외,12173.15
2018-02,서귀포시,중문동,중국,18726.05
2018-02,서귀포시,중문동,중국 외,4964.35
2018-02,서귀포시,중앙동,중국,6230.32
2018-02,서귀포시,중앙동,중국 외,4777.74
2018-02,서귀포시,천지동,중국,13291.98
2018-02,서귀포시,천지동,중국 외,5392.18
2018-02,제주시,추자면,중국,12899.21
2018-02,제주시,추자면,중국 외,1596.96
2018-02,서귀포시,표선면,중국,14836.11
2018-02,서귀포시,표선면,중국 외,19087.41
2018-02,제주시,한경면,중국,6364.84
2018-02,제주시,한경면,중국 외,1055.43
2018-02,제주시,한림읍,중국,41422.72
2018-02,제주시,한림읍,중국 외,9824.71
2018-02,제주시,화북동,중국,1697.5
2018-02,제주시,화북동,중국 외,1648.54
2018-02,서귀포시,효돈동,중국,2332.35
2018-02,서귀포시,효돈동,중국 외,669.14
2018-03,제주시,건입동,중국,41096.76
2018-03,제주시,건입동,중국 외,36531.07
2018-03,제주시,구좌읍,중국,49086.9
2018-03,제주시,구좌읍,중국 외,20786.37
2018-03,서귀포시,남원읍,중국,96890.34
2018-03,서귀포시,남원읍,중국 외,27311.47
2018-03,제주시,노형동,중국,235066.63
2018-03,제주시,노형동,중국 외,44393.950000000004
2018-03,서귀포시,대륜동,중국,31652.579999999998
2018-03,서귀포시,대륜동,중국 외,16931.11
2018-03,서귀포시,대정읍,중국,47439.9
2018-03,서귀포시,대정읍,중국 외,19057.63
2018-03,서귀포시,대천동,중국,20045.76
2018-03,서귀포시,대천동,중국 외,8466.46
2018-03,제주시,도두동,중국,74489.08
2018-03,제주시,도두동,중국 외,33350.69
2018-03,서귀포시,동홍동,중국,16147.15
2018-03,서귀포시,동홍동,중국 외,5719.24
2018-03,제주시,봉개동,중국,12682.55
2018-03,제주시,봉개동,중국 외,6008.07
2018-03,제주시,삼도1동,중국,7036.79
2018-03,제주시,삼도1동,중국 외,7659.95
2018-03,제주시,삼도2동,중국,61758.31
2018-03,제주시,삼도2동,중국 외,47047.71
2018-03,제주시,삼양동,중국,5794.13
2018-03,제주시,삼양동,중국 외,1295.57
2018-03,서귀포시,서홍동,중국,122166.4
2018-03,서귀포시,서홍동,중국 외,14393.86
2018-03,서귀포시,성산읍,중국,105945.07
2018-03,서귀포시,성산읍,중국 외,48831.04
2018-03,서귀포시,송산동,중국,4210.19
2018-03,서귀포시,송산동,중국 외,3973.46
2018-03,제주시,아라동,중국,36330.16
2018-03,제주시,아라동,중국 외,15334.94
2018-03,서귀포시,안덕면,중국,266678.41
2018-03,서귀포시,안덕면,중국 외,41616.34
2018-03,제주시,애월읍,중국,131517.87
2018-03,제주시,애월읍,중국 외,53764.85
2018-03,제주시,연동,중국,951313.25
2018-03,제주시,연동,중국 외,144597.32
2018-03,서귀포시,영천동,중국,6498.93
2018-03,서귀포시,영천동,중국 외,2828.75
2018-03,서귀포시,예래동,중국,83406.57
2018-03,서귀포시,예래동,중국 외,49336.83
2018-03,제주시,오라동,중국,24994.14
2018-03,제주시,오라동,중국 외,7718.58
2018-03,제주시,외도동,중국,4421.64
2018-03,제주시,외도동,중국 외,17985.13
2018-03,제주시,용담1동,중국,8019.78
2018-03,제주시,용담1동,중국 외,3315.5
2018-03,제주시,용담2동,중국,469328.34
2018-03,제주시,용담2동,중국 외,215576.16999999998
2018-03,제주시,우도면,중국,9637.09
2018-03,제주시,우도면,중국 외,2063.79
2018-03,제주시,이도1동,중국,20127.38
2018-03,제주시,이도1동,중국 외,8968.81
2018-03,제주시,이도2동,중국,48278.22
2018-03,제주시,이도2동,중국 외,20754.59
2018-03,제주시,이호동,중국,6565.7
2018-03,제주시,이호동,중국 외,51224.77
2018-03,제주시,일도1동,중국,9314.39
2018-03,제주시,일도1동,중국 외,6016.1
2018-03,제주시,일도2동,중국,13242.689999999999
2018-03,제주시,일도2동,중국 외,8861.41
2018-03,서귀포시,정방동,중국,20780.24
2018-03,서귀포시,정방동,중국 외,18450.74
2018-03,제주시,조천읍,중국,33251.33
2018-03,제주시,조천읍,중국 외,21544.81
2018-03,서귀포시,중문동,중국,39101.12
2018-03,서귀포시,중문동,중국 외,17448.23
2018-03,서귀포시,중앙동,중국,8183.01
2018-03,서귀포시,중앙동,중국 외,7956.58
2018-03,서귀포시,천지동,중국,8157.04
2018-03,서귀포시,천지동,중국 외,10937.08
2018-03,제주시,추자면,중국,12226.29
2018-03,제주시,추자면,중국 외,4651.02
2018-03,서귀포시,표선면,중국,26581.79
2018-03,서귀포시,표선면,중국 외,32330.879999999997
2018-03,제주시,한경면,중국,19975.28
2018-03,제주시,한경면,중국 외,5158.36
2018-03,제주시,한림읍,중국,66202.22
2018-03,제주시,한림읍,중국 외,14640.7
2018-03,제주시,화북동,중국,9800.33
2018-03,제주시,화북동,중국 외,2102.63
2018-03,서귀포시,효돈동,중국,1498.6100000000001
2018-03,서귀포시,효돈동,중국 외,1431.32
2018-04,제주시,건입동,중국,55340.68
2018-04,제주시,건입동,중국 외,52691.04
2018-04,제주시,구좌읍,중국,40342.45
2018-04,제주시,구좌읍,중국 외,24511.31
2018-04,서귀포시,남원읍,중국,125965.71
2018-04,서귀포시,남원읍,중국 외,21339.16
2018-04,제주시,노형동,중국,173635.42
2018-04,제주시,노형동,중국 외,63141.88
2018-04,서귀포시,대륜동,중국,31780.61
2018-04,서귀포시,대륜동,중국 외,20700.86
2018-04,서귀포시,대정읍,중국,54229.08
2018-04,서귀포시,대정읍,중국 외,20334.03
2018-04,서귀포시,대천동,중국,13254.27
2018-04,서귀포시,대천동,중국 외,12857.25
2018-04,제주시,도두동,중국,80085.18
2018-04,제주시,도두동,중국 외,47952.909999999996
2018-04,서귀포시,동홍동,중국,21552.58
2018-04,서귀포시,동홍동,중국 외,9067.82
2018-04,제주시,봉개동,중국,25241.33
2018-04,제주시,봉개동,중국 외,8394.16
2018-04,제주시,삼도1동,중국,8049.93
2018-04,제주시,삼도1동,중국 외,8854.13
2018-04,제주시,삼도2동,중국,68976.38
2018-04,제주시,삼도2동,중국 외,55561.01
2018-04,제주시,삼양동,중국,5809.1
2018-04,제주시,삼양동,중국 외,5310.68
2018-04,서귀포시,서홍동,중국,74333.8
2018-04,서귀포시,서홍동,중국 외,6153.91
2018-04,서귀포시,성산읍,중국,94782.29000000001
2018-04,서귀포시,성산읍,중국 외,68709.56999999999
2018-04,서귀포시,송산동,중국,5033.71
2018-04,서귀포시,송산동,중국 외,8647.74
2018-04,제주시,아라동,중국,22057.0
2018-04,제주시,아라동,중국 외,11183.38
2018-04,서귀포시,안덕면,중국,167065.97
2018-04,서귀포시,안덕면,중국 외,44439.71
2018-04,제주시,애월읍,중국,153585.87
2018-04,제주시,애월읍,중국 외,47366.07
2018-04,제주시,연동,중국,861602.51
2018-04,제주시,연동,중국 외,180893.65
2018-04,서귀포시,영천동,중국,7425.1
2018-04,서귀포시,영천동,중국 외,12162.21
2018-04,서귀포시,예래동,중국,119860.5
2018-04,서귀포시,예래동,중국 외,46826.520000000004
2018-04,제주시,오라동,중국,19304.24
2018-04,제주시,오라동,중국 외,14387.23
2018-04,제주시,외도동,중국,4697.44
2018-04,제주시,외도동,중국 외,31559.29
2018-04,제주시,용담1동,중국,7698.62
2018-04,제주시,용담1동,중국 외,4706.7699999999995
2018-04,제주시,용담2동,중국,454017.56
2018-04,제주시,용담2동,중국 외,258119.96
2018-04,제주시,우도면,중국,22523.72
2018-04,제주시,우도면,중국 외,2418.93
2018-04,제주시,이도1동,중국,20149.91
2018-04,제주시,이도1동,중국 외,10209.83
2018-04,제주시,이도2동,중국,34091.72
2018-04,제주시,이도2동,중국 외,28251.92
2018-04,제주시,이호동,중국,9455.16
2018-04,제주시,이호동,중국 외,37067.59
2018-04,제주시,일도1동,중국,8218.05
2018-04,제주시,일도1동,중국 외,7348.61
2018-04,제주시,일도2동,중국,12403.6
2018-04,제주시,일도2동,중국 외,6976.01
2018-04,서귀포시,정방동,중국,31554.79
2018-04,서귀포시,정방동,중국 외,23337.18
2018-04,제주시,조천읍,중국,51441.21
2018-04,제주시,조천읍,중국 외,39496.29
2018-04,서귀포시,중문동,중국,24757.03
2018-04,서귀포시,중문동,중국 외,15434.869999999999
2018-04,서귀포시,중앙동,중국,8893.04
2018-04,서귀포시,중앙동,중국 외,8469.1
2018-04,서귀포시,천지동,중국,10586.86
2018-04,서귀포시,천지동,중국 외,12263.43
2018-04,제주시,추자면,중국,28664.05
2018-04,제주시,추자면,중국 외,5319.62
2018-04,서귀포시,표선면,중국,26498.49
2018-04,서귀포시,표선면,중국 외,45347.76
2018-04,제주시,한경면,중국,16988.15
2018-04,제주시,한경면,중국 외,5276.1
2018-04,제주시,한림읍,중국,66600.05
2018-04,제주시,한림읍,중국 외,16784.62
2018-04,제주시,화북동,중국,5061.32
2018-04,제주시,화북동,중국 외,4394.54
2018-04,서귀포시,효돈동,중국,2654.84
2018-04,서귀포시,효돈동,중국 외,2698.36
2018-05,제주시,건입동,중국,59274.33
2018-05,제주시,건입동,중국 외,51065.54
2018-05,제주시,구좌읍,중국,34992.12
2018-05,제주시,구좌읍,중국 외,25095.39
2018-05,서귀포시,남원읍,중국,148298.65
2018-05,서귀포시,남원읍,중국 외,27721.5
2018-05,제주시,노형동,중국,202145.96
2018-05,제주시,노형동,중국 외,36839.46
2018-05,서귀포시,대륜동,중국,29070.45
2018-05,서귀포시,대륜동,중국 외,18812.2
2018-05,서귀포시,대정읍,중국,36418.53
2018-05,서귀포시,대정읍,중국 외,22733.56
2018-05,서귀포시,대천동,중국,12205.93
2018-05,서귀포시,대천동,중국 외,5198.56
2018-05,제주시,도두동,중국,90325.85
2018-05,제주시,도두동,중국 외,53472.2
2018-05,서귀포시,동홍동,중국,16998.99
2018-05,서귀포시,동홍동,중국 외,9586.67
2018-05,제주시,봉개동,중국,37563.94
2018-05,제주시,봉개동,중국 외,7953.41
2018-05,제주시,삼도1동,중국,10011.14
2018-05,제주시,삼도1동,중국 외,18539.26
2018-05,제주시,삼도2동,중국,94232.8
2018-05,제주시,삼도2동,중국 외,56485.21
2018-05,제주시,삼양동,중국,7921.9800000000005
2018-05,제주시,삼양동,중국 외,6240.1
2018-05,서귀포시,서홍동,중국,74810.9
2018-05,서귀포시,서홍동,중국 외,6689.23
2018-05,서귀포시,성산읍,중국,78727.44
2018-05,서귀포시,성산읍,중국 외,62672.840000000004
2018-05,서귀포시,송산동,중국,7064.7
2018-05,서귀포시,송산동,중국 외,6938.18
2018-05,제주시,아라동,중국,19906.98
2018-05,제주시,아라동,중국 외,11331.12
2018-05,서귀포시,안덕면,중국,206259.43
2018-05,서귀포시,안덕면,중국 외,38786.09
2018-05,제주시,애월읍,중국,181259.22
2018-05,제주시,애월읍,중국 외,59462.159999999996
2018-05,제주시,연동,중국,807606.48
2018-05,제주시,연동,중국 외,192394.56
2018-05,서귀포시,영천동,중국,6716.54
2018-05,서귀포시,영천동,중국 외,5764.93
2018-05,서귀포시,예래동,중국,111373.47
2018-05,서귀포시,예래동,중국 외,51197.44
2018-05,제주시,오라동,중국,15137.97
2018-05,제주시,오라동,중국 외,19992.26
2018-05,제주시,외도동,중국,4845.89
2018-05,제주시,외도동,중국 외,40321.659999999996
2018-05,제주시,용담1동,중국,6826.99
2018-05,제주시,용담1동,중국 외,5121.12
2018-05,제주시,용담2동,중국,517800.17
2018-05,제주시,용담2동,중국 외,277109.19
2018-05,제주시,우도면,중국,20677.809999999998
2018-05,제주시,우도면,중국 외,3348.79
2018-05,제주시,이도1동,중국,16393.84
2018-05,제주시,이도1동,중국 외,19931.46
2018-05,제주시,이도2동,중국,28969.59
2018-05,제주시,이도2동,중국 외,24376.8
2018-05,제주시,이호동,중국,9816.62
2018-05,제주시,이호동,중국 외,42835.99
2018-05,제주시,일도1동,중국,7463.32
2018-05,제주시,일도1동,중국 외,7955.12
2018-05,제주시,일도2동,중국,6286.6900000000005
2018-05,제주시,일도2동,중국 외,7237.09
2018-05,서귀포시,정방동,중국,22512.42
2018-05,서귀포시,정방동,중국 외,19815.5
2018-05,제주시,조천읍,중국,50658.36
2018-05,제주시,조천읍,중국 외,27763.79
2018-05,서귀포시,중문동,중국,26256.079999999998
2018-05,서귀포시,중문동,중국 외,13787.1
2018-05,서귀포시,중앙동,중국,8205.34
2018-05,서귀포시,중앙동,중국 외,7170.45
2018-05,서귀포시,천지동,중국,7720.27
2018-05,서귀포시,천지동,중국 외,14346.710000000001
2018-05,제주시,추자면,중국,61168.979999999996
2018-05,제주시,추자면,중국 외,3834.51
2018-05,서귀포시,표선면,중국,28518.15
2018-05,서귀포시,표선면,중국 외,40169.06
2018-05,제주시,한경면,중국,14326.3
2018-05,제주시,한경면,중국 외,4661.19
2018-05,제주시,한림읍,중국,73814.35
2018-05,제주시,한림읍,중국 외,16671.31
2018-05,제주시,화북동,중국,3551.57
2018-05,제주시,화북동,중국 외,8507.49
2018-05,서귀포시,효돈동,중국,1032.58
2018-05,서귀포시,효돈동,중국 외,1001.57
2018-06,제주시,건입동,중국,55310.05
2018-06,제주시,건입동,중국 외,68242.68000000001
2018-06,제주시,구좌읍,중국,29183.69
2018-06,제주시,구좌읍,중국 외,27575.79
2018-06,서귀포시,남원읍,중국,287585.4
2018-06,서귀포시,남원읍,중국 외,33814.47
2018-06,제주시,노형동,중국,173077.99
2018-06,제주시,노형동,중국 외,51245.52
2018-06,서귀포시,대륜동,중국,30103.77
2018-06,서귀포시,대륜동,중국 외,31795.25
2018-06,서귀포시,대정읍,중국,19657.05
2018-06,서귀포시,대정읍,중국 외,22897.07
2018-06,서귀포시,대천동,중국,11088.85
2018-06,서귀포시,대천동,중국 외,7710.98
2018-06,제주시,도두동,중국,81760.34
2018-06,제주시,도두동,중국 외,46016.69
2018-06,서귀포시,동홍동,중국,18238.62
2018-06,서귀포시,동홍동,중국 외,13138.47
2018-06,제주시,봉개동,중국,22610.89
2018-06,제주시,봉개동,중국 외,8707.73
2018-06,제주시,삼도1동,중국,7983.59
2018-06,제주시,삼도1동,중국 외,11728.59
2018-06,제주시,삼도2동,중국,86989.46
2018-06,제주시,삼도2동,중국 외,69832.9
2018-06,제주시,삼양동,중국,8292.2
2018-06,제주시,삼양동,중국 외,6601.57
2018-06,서귀포시,서홍동,중국,70646.57
2018-06,서귀포시,서홍동,중국 외,6834.69
2018-06,서귀포시,성산읍,중국,86199.70999999999
2018-06,서귀포시,성산읍,중국 외,71648.76
2018-06,서귀포시,송산동,중국,5551.13
2018-06,서귀포시,송산동,중국 외,10292.78
2018-06,제주시,아라동,중국,17954.92
2018-06,제주시,아라동,중국 외,18813.0
2018-06,서귀포시,안덕면,중국,113194.39
2018-06,서귀포시,안덕면,중국 외,74790.58
2018-06,제주시,애월읍,중국,251736.91
2018-06,제주시,애월읍,중국 외,68280.94
2018-06,제주시,연동,중국,720744.24
2018-06,제주시,연동,중국 외,249771.2
2018-06,서귀포시,영천동,중국,7283.93
2018-06,서귀포시,영천동,중국 외,12034.9
2018-06,서귀포시,예래동,중국,113817.37
2018-06,서귀포시,예래동,중국 외,56414.76
2018-06,제주시,오라동,중국,13663.16
2018-06,제주시,오라동,중국 외,16692.84
2018-06,제주시,외도동,중국,6300.59
2018-06,제주시,외도동,중국 외,45402.25
2018-06,제주시,용담1동,중국,4759.48
2018-06,제주시,용담1동,중국 외,5079.2
2018-06,제주시,용담2동,중국,425913.23
2018-06,제주시,용담2동,중국 외,277616.17
2018-06,제주시,우도면,중국,34372.54
2018-06,제주시,우도면,중국 외,5842.57
2018-06,제주시,이도1동,중국,11533.53
2018-06,제주시,이도1동,중국 외,18987.34
2018-06,제주시,이도2동,중국,26515.45
2018-06,제주시,이도2동,중국 외,21306.42
2018-06,제주시,이호동,중국,8664.06
2018-06,제주시,이호동,중국 외,22080.77
2018-06,제주시,일도1동,중국,6264.2
2018-06,제주시,일도1동,중국 외,6723.72
2018-06,제주시,일도2동,중국,5742.81
2018-06,제주시,일도2동,중국 외,4245.04
2018-06,서귀포시,정방동,중국,28988.16
2018-06,서귀포시,정방동,중국 외,27335.28
2018-06,제주시,조천읍,중국,44690.82
2018-06,제주시,조천읍,중국 외,37677.33
2018-06,서귀포시,중문동,중국,24150.11
2018-06,서귀포시,중문동,중국 외,22311.66
2018-06,서귀포시,중앙동,중국,6940.82
2018-06,서귀포시,중앙동,중국 외,9385.73
2018-06,서귀포시,천지동,중국,11384.03
2018-06,서귀포시,천지동,중국 외,18121.73
2018-06,제주시,추자면,중국,67338.14
2018-06,제주시,추자면,중국 외,4354.45
2018-06,서귀포시,표선면,중국,41271.19
2018-06,서귀포시,표선면,중국 외,43390.4
2018-06,제주시,한경면,중국,9986.69
2018-06,제주시,한경면,중국 외,4890.17
2018-06,제주시,한림읍,중국,71139.19
2018-06,제주시,한림읍,중국 외,27908.4
